Timestamp                       Thread     Type        Activity             PID    TTL  
2025-07-17 13:53:00.874500+1000 0x33c      Default     0x0                  0      0    kernel: Waiting on <dict ID="0"><key>IOProviderClass</key><string ID="1">IOResources</string><key>IOResourceMatch</key><array ID="2"><string ID="3">IOBSD</string><string ID="4">boot-uuid-media</string></array></dict>
2025-07-17 13:53:00.874500+1000 0x366      Default     0x0                  0      0    688D294B-033F-3E32-B8A5-18F0780F0688: (missing UUID) <compose failure [missing precomposed log]>
2025-07-17 13:53:00.874506+1000 0x366      Default     0x0                  0      0    688D294B-033F-3E32-B8A5-18F0780F0688: (missing UUID) <compose failure [missing precomposed log]>
2025-07-17 13:53:00.874508+1000 0x366      Default     0x0                  0      0    688D294B-033F-3E32-B8A5-18F0780F0688: (missing UUID) <compose failure [missing precomposed log]>
2025-07-17 13:53:00.874556+1000 0x366      Default     0x0                  0      0    688D294B-033F-3E32-B8A5-18F0780F0688: (missing UUID) <compose failure [missing precomposed log]>
2025-07-17 13:53:00.874602+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) cryptoAlloc:653: Using 64 buffers with size 16384, 512 buffers size 65536
2025-07-17 13:53:00.875663+1000 0x3b0      Default     0x0                  0      0    kernel: (AppleFileSystemDriver) AppleFileSystemDriver: using apfs-preboot-uuid
2025-07-17 13:53:00.876065+1000 0x30f      Default     0x0                  0      0    kernel: ifnet_attach: All kernel threads created for interface XHC20 have been scheduled at least once. Proceeding.
2025-07-17 13:53:00.876075+1000 0x30f      Default     0x0                  0      0    kernel: XHC20: attached
2025-07-17 13:53:00.879081+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1d0064
2025-07-17 13:53:00.879087+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.879603+1000 0x33c      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x2) tag 0x1e0064
2025-07-17 13:53:00.879608+1000 0x33c      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.879925+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) swcrypto_threadpool_init:1532: Starting ThreadPool
2025-07-17 13:53:00.879929+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) swcrypto_threadpool_init:1554: 4 threads would be used for the ThreadPool
2025-07-17 13:53:00.879956+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) specread_work_queue_init:155: number of threads used for specread work queue 3
2025-07-17 13:53:00.880085+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) dev_init:310: disk0s2 device accelerated crypto: 0 (compiled @ Apr 22 2025 19:49:22)
2025-07-17 13:53:00.880089+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) dev_init:313: disk0s2 device_handle block size 4096 block count 244085236 features 0 internal
2025-07-17 13:53:00.880127+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) fletcher64_init:88: Selecting AVX2 implementation of fletcher64
2025-07-17 13:53:00.880136+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) nx_mount:1308: disk0s2 initializing cache w/hash_size 8192 and cache size 32768
2025-07-17 13:53:00.881483+1000 0x418      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335dd07 0x0
2025-07-17 13:53:00.881492+1000 0x418      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x1f0064
2025-07-17 13:53:00.881508+1000 0x418      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.881638+1000 0x418      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335c0e7 0x0
2025-07-17 13:53:00.881642+1000 0x418      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x200064
2025-07-17 13:53:00.881651+1000 0x418      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.881791+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335cfe7 0x0
2025-07-17 13:53:00.881797+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x210064
2025-07-17 13:53:00.881811+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.881926+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335cd67 0x0
2025-07-17 13:53:00.881931+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x220064
2025-07-17 13:53:00.881939+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882066+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335c4a7 0x0
2025-07-17 13:53:00.882072+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x230064
2025-07-17 13:53:00.882084+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882191+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335bfa7 0x0
2025-07-17 13:53:00.882195+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x240064
2025-07-17 13:53:00.882203+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882320+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335c187 0x0
2025-07-17 13:53:00.882324+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x250064
2025-07-17 13:53:00.882332+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882470+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335da87 0x0
2025-07-17 13:53:00.882475+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x260064
2025-07-17 13:53:00.882484+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882603+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335dda7 0x0
2025-07-17 13:53:00.882607+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x270064
2025-07-17 13:53:00.882614+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882735+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335ccc7 0x0
2025-07-17 13:53:00.882739+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x280064
2025-07-17 13:53:00.882746+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.882876+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335c227 0x0
2025-07-17 13:53:00.882881+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x290064
2025-07-17 13:53:00.882889+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.883012+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335d307 0x0
2025-07-17 13:53:00.883016+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x2a0064
2025-07-17 13:53:00.883023+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.883172+1000 0x30f      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335d767 0x0
2025-07-17 13:53:00.883175+1000 0x3e0      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x2b0064
2025-07-17 13:53:00.883183+1000 0x3e0      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.883302+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: power event 7 args 0xae5afbb5a335d267 0x0
2025-07-17 13:53:00.883306+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeOverride (ON_STATE->ON_STATE, f, 0x302) tag 0x2c0064
2025-07-17 13:53:00.883317+1000 0x3af      Default     0x0                  0      0    kernel: PMRD: PowerChangeDone: ON_STATE->ON_STATE
2025-07-17 13:53:00.883401+1000 0x33c      Default     0x0                  0      0    kernel: (AppleUSBXHCI) [com.apple.usb:all] XHCI@14000000: AppleUSBXHCI::createPorts: speed index 4 has inconsistent speed IDs (5 and 6)
2025-07-17 13:53:00.887862+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) nx_mount:1630: disk0s2 checkpoint search: largest xid 4454, best xid 4454 @ 107
2025-07-17 13:53:00.887872+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) nx_mount:1657: disk0s2 stable checkpoint indices: desc 106 data 12521
2025-07-17 13:53:00.887928+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) nx_get_volume_group:669: disk0s2 volume groups tree is not setup yet
2025-07-17 13:53:00.887931+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) getVolumeGroupMountFrom:9617: disk0s2 nx_get_volume_group(B744364A-FDD6-4103-AD3F-6F8A992D0615) failed with error 2
2025-07-17 13:53:00.888126+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) nx_get_volume_group:669: disk0s2 volume groups tree is not setup yet
2025-07-17 13:53:00.888128+1000 0x33c      Default     0x0                  0      0    kernel: (apfs) getVolumeGroupMountFrom:9617: disk0s2 nx_get_volume_group(B744364A-FDD6-4103-AD3F-6F8A992D0615) failed with error 2
2025-07-17 13:53:00.888782+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) authenticate_efi_forwarded_roothash:3656: evaluating authenticity of root hash
2025-07-17 13:53:00.888786+1000 0x1ac      Default     0x0                  0      0    kernel: IOGetARVRootHashData: data at address 266645504 size 229
2025-07-17 13:53:00.888789+1000 0x1ac      Default     0x0                  0      0    kernel: IOGetARVRootHashData: memory descriptor <private>
2025-07-17 13:53:00.888813+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) populate_value_from_memory_descriptor:13619:  populate_value_from_memory_descriptor boot_args arv blob size 229
2025-07-17 13:53:00.888818+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) populate_value_from_memory_descriptor:13626: populate_value_from_memory_descriptor copied into arv blob size 229
2025-07-17 13:53:00.888846+1000 0x1ac      Default     0x0                  0      0    kernel: IOGetARVManifestData: data at address 266649600 size 3657
2025-07-17 13:53:00.888849+1000 0x1ac      Default     0x0                  0      0    kernel: IOGetARVManifestData: memory descriptor <private>
2025-07-17 13:53:00.888859+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) populate_value_from_memory_descriptor:13619:  populate_value_from_memory_descriptor boot_args arv blob size 3657
2025-07-17 13:53:00.888863+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) populate_value_from_memory_descriptor:13626: populate_value_from_memory_descriptor copied into arv blob size 3657
2025-07-17 13:53:00.889396+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) root_hash_execution_cb:3137: img4_firmware_execute: successfully validated the payload and the manifest
2025-07-17 13:53:00.890021+1000 0x1ac      Default     0x0                  0      0    688D294B-033F-3E32-B8A5-18F0780F0688: (missing UUID) <compose failure [missing precomposed log]>
2025-07-17 13:53:00.890205+1000 0x1ac      Default     0x0                  0      0    kernel: (AppleFileSystemDriver) AppleFileSystemDriver: publishing boot-uuid-media=disk3s4 (Macintosh HD)
2025-07-17 13:53:00.890876+1000 0x1ac      Default     0x0                  0      0    kernel: Got boot device = IOService:/AppleACPIPlatformExpert/PC00@0/AppleACPIPCI/PEG0@6/IOPP/PEGP@0/IONVMeController/IONVMeBlockStorageDevice@1/IOBlockStorageDriver/KINGSTON SNV2S1000G Media/IOGUIDPartitionScheme/Untitled 2@2/AppleAPFSContainerScheme/AppleAPFSMedia/AppleAPFSContainer/Macintosh HD@4
2025-07-17 13:53:00.890885+1000 0x1ac      Default     0x0                  0      0    kernel: BSD root: disk3s4
2025-07-17 13:53:00.890886+1000 0x1ac      Default     0x0                  0      0    kernel: , major 1, minor 13
2025-07-17 13:53:00.891087+1000 0x1ac      Default     0x0                  0      0    kernel: spec_open : si_devbsdunit initialized to (0), throttle_mask is (0x9), isssd is (1)
2025-07-17 13:53:00.891111+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) bufattr_get_apfs:8999: Volume not mounted
2025-07-17 13:53:00.891116+1000 0x1ac      Default     0x0                  0      0    kernel: (IOStorageFamily) disk3s4: device is not readable.
2025-07-17 13:53:00.891121+1000 0x1ac      Default     0x0                  0      0    kernel: (HFS) hfs_mountfs: buf_meta_bread failed with 13
2025-07-17 13:53:00.891125+1000 0x1ac      Default     0x0                  0      0    kernel: (HFS) hfs_mount: hfs_mountfs returned error=13 for device unknown-dev
2025-07-17 13:53:00.891130+1000 0x1ac      Default     0x0                  0      0    kernel: hfs_mountroot failed: 13
2025-07-17 13:53:00.891134+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_vfsop_mountroot:2984: apfs: mountroot called!
2025-07-17 13:53:00.891230+1000 0x1ac      Default     0x0                  0      0    kernel: spec_open : si_devbsdunit initialized to (0), throttle_mask is (0x9), isssd is (1)
2025-07-17 13:53:00.891370+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) dev_init:310: disk3 device accelerated crypto: 0 (compiled @ Apr 22 2025 19:49:22)
2025-07-17 13:53:00.891374+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) dev_init:313: disk3 device_handle block size 4096 block count 244085236 features 16 internal solidstate
2025-07-17 13:53:00.891455+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) nx_mount:1308: disk3 initializing cache w/hash_size 16384 and cache size 40960
2025-07-17 13:53:00.897993+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) nx_mount:1630: disk3 checkpoint search: largest xid 4454, best xid 4454 @ 107
2025-07-17 13:53:00.898000+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) nx_mount:1657: disk3 stable checkpoint indices: desc 106 data 12521
2025-07-17 13:53:00.898489+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) er_state_obj_get_for_recovery:8420: disk3s4 No ER state object for volume Macintosh HD - rolling is not happening, nothing to recover.
2025-07-17 13:53:00.898494+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_vfsop_mount:2694: disk3 Promoter has been locked
2025-07-17 13:53:00.898574+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_root_snapshot_select:2132: disk3s4 RELEASE build rooting from tagged sealed snapshot!
2025-07-17 13:53:00.898577+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_root_snapshot_select:2136: disk3s4 Rooting from tagged snapshot, xid 3542. Integrity checks will be disabled.
2025-07-17 13:53:00.898581+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_vfsop_mount:2763: disk3s4 Rooting from snapshot with xid 3542.
2025-07-17 13:53:00.898584+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_log_op_with_proc:3263: disk3s4 mounting volume Macintosh HD, requested by: kernel_task (pid 0); parent: kernel_task (pid 0)
2025-07-17 13:53:00.898655+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) handle_snapshot_mount:1156: disk3s4 mounting snapshot w/snap_xid 3542 and sblock oid 0x11be71
2025-07-17 13:53:00.898942+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) nx_get_volume_group:669: disk3 volume groups tree is not setup yet
2025-07-17 13:53:00.898944+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) getVolumeGroupMountFrom:9617: disk3 nx_get_volume_group(B744364A-FDD6-4103-AD3F-6F8A992D0615) failed with error 2
2025-07-17 13:53:00.899295+1000 0x1ac      Default     0x0                  0      0    kernel: spec_open : si_devbsdunit initialized to (0), throttle_mask is (0x9), isssd is (1)
2025-07-17 13:53:00.899302+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) is_root_hash_authentication_required_osx:387: disk3s4 Release kext with internal build: 0, ARV disabled: 1, booting xid: 3542
2025-07-17 13:53:00.899306+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) is_root_hash_authentication_required_osx:430: disk3s4 root to xid set, root hash authentication will be skipped
2025-07-17 13:53:00.899309+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) is_root_hash_authentication_required:557: disk3s4 Root Volume (other), root hash authentication will be skipped
2025-07-17 13:53:00.899312+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) authenticate_root_hash:592: disk3s4:3542 volume seal is broken
2025-07-17 13:53:00.899315+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) handle_snapshot_mount:1341: disk3s4 setting dev block size to 4096 from 512
2025-07-17 13:53:00.899320+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) handle_mount:829: disk3s4:3542 vol-uuid: FBF0492D-F863-471B-9CBC-0642F8F4A291 block size: 4096 block count: 244085236 (unencrypted; flags: 0x201; features: 21.0.12)
2025-07-17 13:53:00.899767+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) handle_mount:899: disk3s4:3542 ROSV: apfs mounted RO and is the system volume of a volume group and mounted as the root fs: creating the shadow fs_root
2025-07-17 13:53:00.899777+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) fs_setup_shadow_fs_root_tree:3477: disk3s4:3542 Created the shadow_fs_root tree <private>
2025-07-17 13:53:00.899819+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) nx_volume_group_update:793: disk3s4:3542 Set volume (role 0x1) to 6c6 xid dd6
2025-07-17 13:53:00.899877+1000 0x1ac      Default     0x0                  0      0    kernel: (apfs) apfs_log_op_with_proc:3263: disk3s4 mount-complete volume Macintosh HD, requested by: kernel_task (pid 0); parent: kernel_task (pid 0)
2025-07-17 13:53:00.900050+1000 0x1ac      Default     0x0                  0      0    kernel: ioqueue_depth = 255,   ioscale = 8
2025-07-17 13:53:00.901102+1000 0x418      Default     0x0                  0      0    kernel: (Sandbox) userspace boot
2025-07-17 13:53:00.901141+1000 0x418      Default     0x0                  0      0    kernel: load_init_program: attempting to load /sbin/launchd
2025-07-17 13:53:00.901149+1000 0x1ac      Default     0x0                  0      0    kernel: (BootCache) BootCache: Root disk is an SSD, not caching
2025-07-17 13:53:00.901163+1000 0x1ac      Default     0x0                  0      0    kernel: XCPM: registered
2025-07-17 13:53:00.901164+1000 0x1ac      Default     0x0                  0      0    kernel: XCPM: registered
2025-07-17 13:53:00.901236+1000 0x1ac      Default     0x0                  0      0    kernel: resume_cluster_powerdown_locked>calling sched_update_powered_cores to resume powerdown
2025-07-17 13:53:00.907782+1000 0x346      Default     0x0                  0      0    kernel: (Sandbox) system_is_base_system: 0
2025-07-17 13:53:00.908092+1000 0x3af      Default     0x0                  0      0    kernel: (Sandbox) userspace boot
2025-07-17 13:53:00.912176+1000 0x366      Default     0x0                  0      0    kernel: shared_region: 0xae5afbb5a351551f [1(launchd)] check_np(0x7ff7bcc42d28) vm_shared_region_start_address() failed
2025-07-17 13:53:00.913903+1000 0x366      Default     0x0                  0      0    kernel: spec_open : si_devbsdunit initialized to (0), throttle_mask is (0x9), isssd is (1)
2025-07-17 13:53:00.913924+1000 0x366      Default     0x0                  0      0    kernel: (apfs) spaceman_metazone_init:173: disk3 metazone for device 0 of size 2311964 blocks (encrypted: 0-1155982 unencrypted: 1155982-2311964)
2025-07-17 13:53:00.913928+1000 0x366      Default     0x0                  0      0    kernel: (apfs) spaceman_datazone_init:611: disk3 allocation zone on dev 0 for allocations of 1 blocks starting at paddr 6619136
2025-07-17 13:53:00.913931+1000 0x366      Default     0x0                  0      0    kernel: (apfs) spaceman_datazone_init:611: disk3 allocation zone on dev 0 for allocations of 2 blocks starting at paddr 6651904
2025-07-17 13:53:00.913932+1000 0x366      Default     0x0                  0      0    kernel: (apfs) spaceman_datazone_init:611: disk3 allocation zone on dev 0 for allocations of 3 blocks starting at paddr 6684672
2025-07-17 13:53:00.913934+1000 0x366      Default     0x0                  0      0    kernel: (apfs) spaceman_datazone_init:611: disk3 allocation zone on dev 0 for allocations of 4 blocks starting at paddr 6717440
2025-07-17 13:53:00.915073+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) er_state_obj_get_for_recovery:8420: disk3s2 No ER state object for volume Preboot - rolling is not happening, nothing to recover.
2025-07-17 13:53:00.915078+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) apfs_log_op_with_proc:3263: disk3s2 mounting volume Preboot, requested by: launchd (pid 1); parent: kernel_task (pid 0)
2025-07-17 13:53:00.915097+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) handle_mount:829: disk3s2 vol-uuid: EE727733-AB66-4E54-8F9A-5FD483AA0064 block size: 4096 block count: 244085236 (unencrypted; flags: 0x1; features: 1.0.2)
2025-07-17 13:53:00.915749+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) handle_mount:842: disk3s2 setting dev block size to 4096 from 512
2025-07-17 13:53:00.915752+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) nx_volume_group_update:704: disk3s2 Volume Preboot role 0x10 is not a System or Data volume
2025-07-17 13:53:00.915762+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) apfs_should_be_system_mount:678: disk3s2 volume with role 16 will be mounted until system shutdown
2025-07-17 13:53:00.915767+1000 0x3b0      Default     0x0                  0      0    kernel: (apfs) apfs_log_op_with_proc:3263: disk3s2 mount-complete volume Preboot, requested by: launchd (pid 1); parent: kernel_task (pid 0)
2025-07-17 13:53:00.915847+1000 0x3b0      Default     0x0                  0      0    kernel: ioqueue_depth = 255,   ioscale = 8
2025-07-17 13:53:00.916238+1000 0x418      Default     0x0                  0      0    kernel: (apfs) apfs_log_op_with_proc:3263: disk3s2 updating mounted volume Preboot, requested by: launchd (pid 1); parent: kernel_task (pid 0)
2025-07-17 13:53:00.920233+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) root_hash_execution_cb:3137: img4_firmware_execute: successfully validated the payload and the manifest
2025-07-17 13:53:00.920237+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) apfs_graft:731: disk3s2 Grafting on an UNENCRYPTED volume
2025-07-17 13:53:00.920249+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) graft_dev_init:480: disk3 os.dmg GRAFT (compiled @ Apr 22 2025 19:49:22)
2025-07-17 13:53:00.920250+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) graft_dev_init:484: disk3 os.dmg device_handle block size 4096 real block size 4096 block count 535040 features 0 internal
2025-07-17 13:53:00.920350+1000 0x418      Default     0x0                  0      0    kernel: (apfs) nx_mount:1308: os.dmg initializing cache w/hash_size 512 and cache size 2048
2025-07-17 13:53:00.926516+1000 0x418      Default     0x0                  0      0    kernel: (apfs) nx_mount:1630: os.dmg checkpoint search: largest xid 23, best xid 23 @ 9
2025-07-17 13:53:00.926520+1000 0x418      Default     0x0                  0      0    kernel: (apfs) nx_mount:1657: os.dmg stable checkpoint indices: desc 8 data 16
2025-07-17 13:53:00.927071+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) er_state_obj_get_for_recovery:8420: os.dmgs1 No ER state object for volume GlowF24F74.x86_64SystemCryptex - rolling is not happening, nothing to recover.
2025-07-17 13:53:00.927074+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) apfs_log_op_with_proc:3263: os.dmgs1 grafting volume GlowF24F74.x86_64SystemCryptex, requested by: launchd (pid 1); parent: kernel_task (pid 0)
2025-07-17 13:53:00.928616+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) spaceman_scan_free_blocks:4136: disk3 scan took 0.014656 s (no trims)
2025-07-17 13:53:00.928619+1000 0x3af      Default     0x0                  0      0    kernel: (apfs) spaceman_fxc_print_stats:477: disk3 dev 0 smfree 237210368/244085236 table 1057/1058 blocks 237171302 15:224381:232616859 99.98% range 1:244085235 99.99% scans 1
2025-07-17 13:53:00.928623+1000 0x3d5      Default     0x0                  0      0    kernel: (apfs) spaceman_fxc_print_stats:496: disk3 dev 0 scan_stats[2]: foundmax 232616859 extents 7748 blocks 39066 long 15 avg 5 0.01% range 1156774:10310287 4.22%
2025-07-17 13:53:01.080067+1000 0x3d5      Default     0x0                  0      0    kernel: (IOUSBHostFamily) [com.apple.usb:all] HS11@14b00000: AppleUSBHostPort::enumerateDeviceComplete_block_invoke: enumerated 0x1050/0407/0543 (YubiKey OTP+FIDO+CCID / 1) at 12 Mbps
2025-07-17 13:53:01.080075+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: controller <private> (XHCI) usbServiceArray <private>(count 1) options 0x00000000
2025-07-17 13:53:01.080077+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallback: [0] <private>
2025-07-17 13:53:01.080078+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: controller <private> (XHCI) usbService <private> (YubiKey OTP+FIDO+CCID) options 0x00000000
2025-07-17 13:53:01.080082+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::getOrCreateLegacyControllerGated: creating AppleUSBController@14000000
2025-07-17 13:53:01.080192+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCallGated: IOUSBHostDevice <private> (YubiKey OTP+FIDO+CCID)
2025-07-17 13:53:01.080197+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::addDeviceToUsbPlane:
2025-07-17 13:53:01.080283+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: usbServiceCallbackGated completed with 0x00000000 and service <private>
2025-07-17 13:53:01.080285+1000 0x3d5      Error       0x0                  0      0    kernel: (IOUSBFamily) [com.apple.usb:all] AppleUSBLegacyRoot@(null): AppleUSBLegacyRoot::usbServiceCall: registering YubiKey OTP+FIDO+CCID@14b00000 (<private>) for matching
